Date,AAPL UW Equity,ABBV UN Equity,ABT UN Equity,ACN UN Equity,AGN UN Equity,AIG UN Equity,ALL UN Equity,AMGN UW Equity,AMZN UW Equity,APC UN Equity,AXP UN Equity,BA UN Equity,BAC UN Equity,BIIB UW Equity,BK UN Equity,BLK UN Equity,BMY UN Equity,BRK/B UN Equity,C UN Equity,CAT UN Equity,CELG UW Equity,CL UN Equity,CMCSA UW Equity,COF UN Equity,COP UN Equity,COST UW Equity,CSCO UW Equity,CVS UN Equity,CVX UN Equity,DD UN Equity,DIS UN Equity,DOW UN Equity,DVN UN Equity,EMC UN Equity,EMR UN Equity,EXC UN Equity,F UN Equity,FB UW Equity,FDX UN Equity,FOX UW Equity,FOXA UW Equity,GD UN Equity,GE UN Equity,GILD UW Equity,GM UN Equity,GOOG UW Equity,GOOGL UW Equity,GS UN Equity,HAL UN Equity,HD UN Equity,HON UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KMI UN Equity,KO UN Equity,LLY UN Equity,LMT UN Equity,LOW UN Equity,MA UN Equity,MCD UN Equity,MDLZ UW Equity,MDT UN Equity,MET UN Equity,MMM UN Equity,MO UN Equity,MON UN Equity,MRK UN Equity,MS UN Equity,MSFT UW Equity,NKE UN Equity,NSC UN Equity,ORCL UN Equity,OXY UN Equity,PCLN UW Equity,PEP UN Equity,PFE UN Equity,PG UN Equity,PM UN Equity,QCOM UW Equity,RTN UN Equity,SBUX UW Equity,SLB UN Equity,SO UN Equity,SPG UN Equity,T UN Equity,TGT UN Equity,TWX UN Equity,TXN UW Equity,UNH UN Equity,UNP UN Equity,UPS UN Equity,USB UN Equity,UTX UN Equity,V UN Equity,VZ UN Equity,WBA UW Equity,WFC UN Equity,WMT UN Equity
25/02/15,128.79,60.62,47.4,90.6,290.4,54.8,71.12,158.08,385.37,86.41,82.17,153.01,16.49,408.94,39.86,375.92,61.22,148.78,52.09,85.15,123.1,71.01,59.62,79.66,67.53,147.48,29.49,103.44,108.58,74.002,105.57,49.85,65.45,28.91,58.3,34.49,16.51,79.56,175.64,33.96,34.9,140.14,25.91,104.43,37.86,542.381,547.33,191.72,43.68,116.31,104.39,162.81,33.945,101.21,61.14,42.11,42.05,70.36,204.86,74.43,92.67,98.66,36.66,78.63,51.16,168.89,55.64,124.23,58.49,36.59,43.99,48.41,110.84,43.73,80.21,1250.86,99.5,34.66,85.46,83.47,32.7,71.68,109.16,47.13,85.21,45.92,190.48,34.21,77.15,82.49,59.1,114.05,122.42,101.96,44.84,123.37,68.253,49.2,80.01,55.33
26/02/15,130.415,60.52,47.61,90.3,289.78,54.93,71.31,158.97,384.8,85.24,83.25,151.73,16.04,410.1,39.44,375.02,61.46,148.34,52.41,83.8,123.35,71.11,59.15,79.15,65.85,146.65,29.91,104.17,107.06,74.1254,104.56,49.25,62.55,28.82,57.94,33.96,16.38,80.41,174.6,33.795,34.815,139.43,25.89,104.19,37.56,553.959,559.29,192.2,42.7,115.38,103.64,160.87,33.65,102.8,61.58,41.22,42.46,70.03,201.33,74.1,91.26,99.51,36.72,78.81,51.03,169.61,56.09,119.97,58.96,36.06,44.055,48.495,109.95,43.89,78.32,1241.25,99.07,34.59,85.17,82.8,33.17,72.01,108.6,47.275,83.89,45.76,187.14,34.5,76.9,82.42,59.42,113.66,120.76,101.86,44.93,122.67,68.438,49.37,81.65,55.15
27/02/15,128.46,60.5,47.37,90.03,291.36,55.33,70.6,157.72,380.16,84.23,81.59,150.85,15.81,409.59,39.14,371.42,60.92,147.41,52.42,82.9,121.53,70.82,59.38,78.71,65.2,146.96,29.51,103.87,106.68,73.9545,104.08,49.24,61.59,28.94,57.92,33.92,16.34,78.97,176.98,34.04,35,138.78,25.99,103.53,37.31,556.871,562.63,189.79,42.94,114.75,102.78,161.94,33.25,102.51,61.28,41.01,43.3,70.17,200.05,74.09,90.13,98.9,36.935,77.59,50.83,168.65,56.29,120.43,58.54,35.79,43.85,48.56,109.16,43.82,77.88,1237.48,98.98,34.32,85.13,82.96,34.62,72.51,108.77,46.7425,84.16,45.79,190.36,34.56,76.83,81.86,58.8,113.63,120.26,101.73,44.61,121.91,67.828,49.45,83.08,54.79
02/03/15,129.09,60.46,47.22,91.18,297.31,55.65,70.98,159.63,385.655,82.02,82.03,153.8,16.01,415.79,39.65,376.42,62.3,147.08,53.49,83,120.31,71.01,59.87,79.15,64.4,147.94,30.19,104.19,105.9,74.5624,105.89,49.35,60.86,28.88,58.33,32.83,16.57,79.75,176.8,34.26,35.155,139.8,26.11,103.83,37.61,569.775,575.02,191.79,42.99,116.12,104.58,160.48,34.06,103.22,61.77,40.83,43.2,71.12,203.02,75.09,92.02,100,36.89,78.83,51.82,170.5,56.5,121.3,58.58,36.24,43.88,49.375,110.25,44.03,77.74,1249.4,99,34.77,85.41,82.95,35.04,72.655,110.45,47.1125,84.62,44.87,190.04,34.64,77.68,82.77,59.94,114.4,120.75,101.93,44.88,123.19,69.573,49.47,83.62,55.55
03/03/15,129.36,59.62,47.09,90.84,296.23,55.58,70.49,158.56,384.61,82.78,81.91,155.57,16.04,412.79,39.65,373.66,61.92,145.93,53.73,82.84,118.47,70.68,59.96,79.14,64.78,147.37,29.54,103.45,105.16,74.1634,106.35,49.25,61.25,28.39,58.38,33.02,16.17,79.6,176.15,34.625,35.64,137.09,25.86,102.79,37.8,572.069,578.795,191.27,43.11,116.07,104.04,161.03,34.095,102.34,61.97,41.09,42.95,70.37,199.93,75.01,90.97,99.74,36.64,78.03,51.86,168.27,56.46,120.2,58.34,35.82,43.28,48.985,108.37,43.38,78.01,1242.03,98.4,34.56,85.16,82.7,35,71.405,108.19,47,84.91,45.15,189.61,34.41,78,83.16,58.57,112.86,118.46,101.5,44.75,121.7,68.825,49.55,83.21,55.45
04/03/15,128.54,60.27,47.01,90.91,296.14,55.38,69.5,159.19,382.72,83.35,80.63,154.35,15.84,414.13,39.44,369.14,65.67,144.92,53.67,81.73,119.57,70.68,60.43,78.65,64.25,147.17,29.33,103.08,105.16,74.2109,105.57,49.57,61.86,28.2,57.78,32.62,16.03,80.895,174.62,34.07,34.97,136.25,25.66,103.06,37.57,571.8,578.33,189.67,43.07,114.76,103.05,159.42,34.12,101.65,62.13,41.04,42.5,70.65,198.97,74.02,91.71,100.25,36.44,78.19,51.41,167.16,55.79,119.86,57.88,35.09,43.055,48.76,108.94,43.61,78.33,1225.67,97.36,34.64,84.35,82.17,33.77,70.845,106.77,46.53,85.14,44.83,187.56,34,77.72,83.08,58.32,113.82,118.21,100.42,44.41,121.04,68.438,49.07,83.02,54.82
05/03/15,126.41,56.86,47.44,92.05,295.7,55.61,69.56,159.6,387.83,82.84,81.15,154.47,16,425.61,39.19,369.94,66.05,146.06,53.56,81.51,120.71,71.46,60.325,78.89,63.33,151.17,29.3,103.36,104.73,74.4009,105.03,48.89,60.83,28.01,58.08,32.97,16.11,81.21,174.82,34.035,34.87,136.43,25.82,103.415,37.61,573.754,581.435,190.08,42.94,115.91,103.13,161.18,33.73,102.52,62,40.84,42.4,70.59,199.1,74.56,92.81,99.11,36.51,78.5,51.74,167.57,55.5,119.27,57.98,35.52,43.11,49.23,109.16,43.8,77.49,1231.9,97.23,34.47,84.63,81.71,35.07,70.93,106.97,46.815,84.82,45.02,187.13,34,78.2,83.26,58.34,114.79,118.33,100.72,44.58,120.79,68.533,48.92,83.2,54.84
06/03/15,126.6,55.64,46.5,90.67,289.92,56,69.14,154.88,380.09,81.73,80.31,153.12,16.22,417.63,39.28,365.47,65.12,145.28,53.06,80.06,118.03,69.25,60.37,78.98,62.79,149.545,28.925,101.9,103.55,74.2299,103.82,47.94,59.18,27.65,56.56,32.27,15.93,80.005,173.19,33.595,34.495,134.6,25.42,101.81,36.84,566.13,572.9,186.91,42.38,114.45,101.87,158.5,33.19,100.11,60.89,40.41,41.52,68.41,197.66,73.51,90.79,97.13,35.22,76.48,52.64,164.36,53.37,118.17,56.84,35.53,42.36,48.455,108.21,42.38,74.77,1215.99,96.17,33.97,82.66,80.05,35.31,71.505,105.22,46.1075,83.11,44.09,180.58,33.48,77.21,84.12,57.64,112.88,116.45,100.62,44.67,119.43,67.335,48.29,82.35,54.59
09/03/15,127.14,55.54,46.83,90.79,293.6,56.11,69.59,155.01,378.56,80.77,80.51,154.75,16.17,415.51,39.79,364.59,66.36,146.13,52.95,80.81,118.41,69.59,60.57,79.84,61.97,150.68,29.36,102.5,103.95,74.6384,105.26,47.93,58.04,27.86,57.1,32.1,16.03,79.44,172.91,33.645,34.72,135.92,25.64,101.37,37.66,567.292,574.1,187.93,42.04,115.25,103.14,160.77,32.72,100.66,61.5,40.09,41.39,69.58,199.74,74.26,91.12,97.71,35.42,76.9,52.33,166.37,53.83,118.38,57.26,35.67,42.85,48.715,109.03,42.69,74.8,1217,96.04,34.03,83.09,80.45,34.29,72.705,106.88,46.52,82.36,44.01,180.44,33.35,78.57,85.2,58.42,114.9,117.17,100.55,44.89,121.75,67.855,48.23,83.5,54.67
10/03/15,124.51,55.84,46.17,88.06,287.6,54.42,68.39,153.58,369.51,78.99,79.11,152.42,15.79,414.2,39.19,356.19,65.53,143.19,51.23,79.91,118.33,68.4,58.7,77.72,60.87,148.16,28.66,101.53,102.91,74.8284,103.09,47.11,56.99,26.95,56.09,32.13,15.72,77.55,170,33.22,34.29,132.69,25.17,98.83,37.55,553.49,559.85,182.71,41.31,112.56,101.17,157.81,31.7,99.53,59.96,40.09,40.69,68.78,197.58,73.06,88.84,96.29,34.5,75.87,50.54,162.26,53.2,117.04,56.58,34.88,42.03,48.255,107.58,41.82,73.82,1191.09,94.43,33.78,81.54,79.25,34.7,71.885,104.94,46.09,81.31,43.93,179.92,32.78,77.67,83.38,57.1,112.46,114.75,99.47,43.71,117.4,66.3,47.51,82.72,53.29
11/03/15,122.24,56.62,46.3,86.86,292.86,54.72,69.09,152.7,366.37,79.49,79.45,151.17,16.11,408.11,39.42,358.41,65.6,143.44,52.33,79.7,117.58,67.89,58.06,78.23,61.3,147.4,28.26,101.56,103.54,75.3224,102.89,46.78,57.84,25.72,55.51,31.83,15.75,77.57,171.56,33.165,34.19,132.3,25.19,98.97,37.78,549.671,555.69,184.18,41.31,113.07,100.65,156.8,32.33,98.32,60.24,39.81,40.1,68.46,197.21,73.07,86.97,94.96,34.34,76.05,50.85,161.73,52.22,116.91,56.06,34.95,41.98,47.67,108.22,41.47,74.26,1177.55,93.63,33.63,81.39,77.82,34.37,70.27,105.44,45.71,81.27,43.72,179.35,32.62,77.78,82.94,57.17,112.72,114.29,98.72,43.75,118.34,66.188,47.68,82.51,53.7
12/03/15,124.45,58,47.25,88.2,298.63,55.6,70.4,154.25,374.24,78.19,81.56,152.04,16.09,407.64,40.44,368.71,66.65,145.67,54.08,80.19,118.82,68.53,59.33,81.45,61.36,149.44,28.24,102.96,102.42,76.3769,107.17,47.46,57.17,26.17,56.05,32.69,16.17,78.93,173.58,33.48,34.575,133.67,25.4,99.93,38.43,553.989,561.17,189.95,40.99,116.1,102.46,157.98,30.8,99.83,61.37,39.77,40.57,69.56,198.78,74.94,89.25,96.25,35,76.76,51.84,164.47,52.01,118.44,56.17,37.09,41.02,48.52,109.23,41.62,74.58,1186.6,95.71,34,82.09,78.73,33.46,69.37,106.91,46.69,80.94,44.46,183.6,33.13,79.3,84.57,57.22,114.88,115.13,99.67,44.47,121.24,67.395,48.73,84.25,55.59
13/03/15,123.59,58,46.88,87.87,298.95,55.3,69.56,154.26,370.58,78.42,80.6,151.57,16.09,413.35,40.94,367.74,66.87,143.97,53.54,79.23,117.73,68.46,59.05,80,61.64,149.28,27.94,103.26,101.62,76.4719,106.44,47.05,57.7,26,55.26,32.39,16.2,78.05,173.32,32.98,34.02,132.19,25.04,99.61,38.05,545.821,553,189.34,40.18,114.82,101.17,154.28,30.93,99.21,61,39.92,39.91,69.89,197.11,74.16,87.75,96.35,34.51,76.47,51.35,162.74,51.39,116.87,56.2,36.35,41.38,47.905,108.65,42.38,72.84,1157.77,94.32,34,81.83,77.65,33.55,68.64,106.52,46.645,80.42,43.95,183.98,32.76,79.18,84.09,57.115,115.25,114.52,98.53,44.29,118.74,66.257,48.84,83.72,55.34
16/03/15,124.95,59.12,47.83,88.91,305,55.93,70.49,163.03,373.35,80.64,81.5,153.67,16.13,421.32,41.05,374.08,68.03,145.98,53.69,79.97,120.84,69.02,59.75,81.47,62.4,149.99,28.3,104.39,103.13,73.2135,107.37,47.03,58.75,26.18,56.23,32.69,16.49,78.07,177.32,33.32,34.35,134.97,25.45,101.3,38.58,552.991,561.64,191.9,40.52,116.5,102.78,157.08,30.83,101.06,61.85,40.62,40.29,71.07,202.11,75.44,88.71,97.15,34.71,77.67,51.92,166.21,52.09,117.91,57.12,36.73,41.56,48.22,110.58,43.41,73.11,1158.44,95.45,34.44,83.56,77.89,33.77,70,109.6,47.0225,81.26,44.63,187.07,33.06,80.49,85.45,58.33,118.52,116.72,100.26,44.97,120.07,67.255,49.27,86.77,55.73
17/03/15,127.04,59.73,47.09,88.84,307.51,55.8,69.98,163.07,371.92,80.44,81.06,154.51,16.09,426.12,41.14,374.26,67.62,144.75,53.84,78.45,121.03,68.41,59.13,81.5,62.01,150.03,28.15,103.02,103.17,70.9431,106.96,46.63,58.05,25.96,55.69,32.93,16.39,79.365,175.71,32.98,33.87,134.13,25.31,100.44,38.29,549.332,557.61,190.57,40.28,115.58,102.21,156.96,30.59,99.89,61.61,40.83,40.51,70.84,200.67,74.57,87.97,96.17,34.36,76.72,51.6,164.23,51.62,116.84,56.47,36.55,41.695,48.27,109.88,42.87,72.36,1153.57,94.13,34.17,82.85,77.89,33.8,69.815,109.09,47.1925,80.47,44.32,186.13,32.9,81.03,85.76,57.97,117.6,116.42,99.6,44.95,119.86,66.125,48.95,86.26,55.91
18/03/15,128.47,59.89,47.39,90.93,313.95,56.42,70.62,166.54,375.135,82.59,81.86,155.73,15.98,427.93,40.83,377.76,68.47,146,53.72,81.33,122.68,68.33,58.99,81.62,63.64,150.93,28.15,103.49,106.7,72.2065,107.97,47.54,60.24,26.47,56.78,33.72,16.46,80.91,173.3,33.87,34.92,136.12,25.64,100.28,38.5,557.968,566.16,192.32,41.59,116.08,103.84,159.81,30.89,101.46,61.75,41.56,40.6,73.54,202.6,74.52,88.88,97,35.02,77.61,51.66,166.47,51.34,117.16,57.65,36.73,42.5,48.755,111.13,44.13,74.01,1181.69,94.64,34.38,83.75,78.56,33.77,70.23,110.67,47.92,82.05,45.14,191.5,33.59,81.06,87.2,58.3,119.96,117.78,100.26,44.85,120.31,66.918,49.54,87.18,56.17
19/03/15,127.495,61.19,47.44,90.19,314.41,55.65,70.6,169.11,373.24,80.43,81.54,154.11,15.61,433.65,40.3,369.95,68.32,144.88,52.38,80.09,125.33,68.29,58.745,80.62,62.76,151.31,28.26,103.34,104.75,70.7816,107.37,46.73,58.26,26.21,56.27,33.25,16.34,82.75,173.85,33.58,34.46,135.28,25.33,101.44,38.65,556.462,563.67,189.97,41.55,115.16,103.02,159.81,30.74,101.69,61.2,41.53,40.02,74.22,202.19,74.56,89.02,95.98,34.66,77.66,50.61,165.66,51.27,115.38,58.21,36.11,42.285,49.16,110.31,44.16,71.87,1176.32,94.1,34.15,83.38,78.86,33.32,69.83,110.74,48.88,81.01,44.66,192.1,33.2,80.6,86.83,58.525,120.76,117.55,99.91,44.44,119.38,66.81,49.3,87.36,55.51
20/03/15,125.9,60.4,47.47,91.48,317.06,55.94,71.46,170.1,378.49,81.95,82.7,154.5,15.84,475.98,40.57,378.64,67.76,145.53,52.98,81.19,128.5,69.56,59.45,81.13,63.84,152.59,28.44,103.86,107.03,70.6201,108.43,47.29,58.66,26.7,56.69,33.2,16.48,83.8,172.04,34.4,35.3,135.41,25.4,102.29,38.87,558.825,564.95,193.13,42.82,117.49,105.4,162.88,31.31,102.4,61.75,42.12,40.65,76.12,203.77,75.23,89.82,97.05,34.74,78.02,51.62,166.49,51.42,115.75,58.58,36.5,42.88,50.99,110.43,44.41,72.72,1179.17,95.34,34.25,84.74,79.45,32.92,70.04,112.4,48.73,82.37,44.97,197.34,33.23,81.31,87.89,59.28,119.14,117.45,100.25,44.86,119.46,67.41,49.56,88.23,56.01
23/03/15,127.21,60.48,47.47,91.54,314.97,55.83,71.89,166.54,375.11,81.04,82.2,152.81,15.72,463.73,40.42,374.33,67.58,145.56,52.48,81.09,122.94,70.17,59.12,81.25,63.23,152.93,28.405,104.56,105.92,70.6961,108.22,47.23,57.97,26.25,56.93,33.36,16.57,84.43,170.64,34.65,35.55,135.88,25.47,100.26,38.59,557.28,565.37,191.96,42.4,116.07,104.3,164.63,31.2,102.98,61.14,42.15,40.62,76.36,202.92,75.37,89.33,98.62,35.295,78.67,51.41,166.13,51.62,113.49,58.73,36.31,42.855,50.73,106.56,44.25,72.86,1181.18,95.85,35.05,84.86,79.86,34.25,70.065,112.35,48.685,82,45.17,197.54,33.28,81.23,87.08,58.66,119.04,112.78,99.88,44.71,118.68,67.08,49.64,87.92,55.78
24/03/15,126.69,59.63,47,89.41,309.13,55.37,71.34,166.01,374.09,81.41,81.37,151.65,15.61,452.71,40.1,369.1,65.69,144.29,51.94,80.48,122.15,69.31,57.57,80.14,62.55,153.14,28,104.49,104.2,69.9171,107.11,47.21,57.84,25.81,56.81,33.21,16.56,85.31,169.16,34.12,35.07,135.2,25.27,101.41,37.85,568.629,577.54,191.28,42.53,116.15,104.06,163,30.79,101.96,60.46,41.22,40.47,75.56,203.3,75.61,89.49,99.36,35.01,78.72,50.89,166.32,51.11,113.58,58.63,36.24,42.9,50.325,106.07,43.71,72.45,1169.72,95.86,34.52,83.92,77.53,33.35,68.975,111.49,48.9575,81.85,44.52,196.83,33.07,82,86.34,58.44,118.12,112.51,99.26,44.2,118.92,67.1,49.41,88,55.35
25/03/15,123.38,58.22,46.53,88.21,300.63,54.52,70.55,160.62,370.96,82.34,80.11,148.23,15.41,431.63,39.52,363.92,64.7,143.56,51.38,79.86,116.99,68.89,56.525,78.84,63.05,151.09,27.46,102.73,105.67,68.4257,105,46.83,59.64,25.68,56.6,32.84,16.18,82.92,165.43,33.255,34.26,133.76,24.91,99.86,37.38,557.255,567,187.35,43.46,113.68,101.93,159.2,29.89,100.34,59.61,41.13,40.45,74.36,199.02,74.26,87.37,98.14,35.805,77.6,50.31,162.7,50.15,112.43,58.26,35.45,41.46,49.495,104.05,42.93,73.72,1152.7,95.26,34.3,83.01,76.7,34.16,67.21,108.71,47.885,83.29,44.03,194.15,32.62,81.62,85.17,55.73,116.54,110.82,97.46,43.42,116.46,65.73,48.73,85.88,54.54
26/03/15,124.24,57.27,46.5,94.17,301.32,54.17,70.2,160.55,367.35,83.2,78.48,148.17,15.42,428.93,39.81,362.15,65,143.03,51.19,79.88,117.66,68.74,55.91,78.51,63.24,150.06,27.09,101.99,105.25,68.1692,105.24,46.86,60.06,25.81,56.47,32.52,16.01,83.01,165.49,33.01,33.94,134.53,24.8,101.075,37.35,553.65,563.64,187.24,43.18,112.37,102.17,160.59,30.08,100.14,59.54,41.28,40.35,73.44,200.56,72.86,87.93,97.64,35.08,76.61,50.58,162.59,50,112.25,57.6,35.62,41.21,49.665,103.91,42.99,73.73,1140.36,95.63,34.16,82.15,76.34,33.91,67.155,108.75,47.54,83.16,43.76,192.65,32.82,80.44,84.73,55.8,116.25,108.17,96.64,43.25,116.04,65.59,48.42,84.44,54.5
27/03/15,123.25,57.65,46.78,93.94,303.56,54.03,70.05,162.59,370.56,82.19,77.97,148.85,15.31,429.87,39.75,361.63,65.26,143.89,51,79.67,118.68,68.75,55.94,78.65,62.93,150.47,27.13,102.5,104.28,68.0647,105.48,47.76,59.15,25.17,56.54,32.43,15.98,83.3,164.59,32.735,33.7,135.04,24.86,101,37.31,546.838,557.55,188.06,43.26,113.86,102.96,160.4,32,100.34,59.55,41.27,40.08,73.58,202.23,73.67,87.25,96.96,35.55,77.38,50.27,163.5,50.34,112.73,57.75,35.83,40.97,49.94,103.62,42.64,72.72,1135.19,95.95,34.53,82.31,76.79,33.77,67.025,109.93,47.535,83.31,44.01,194.26,32.75,81.56,85.11,56.76,118.01,108.44,96.59,42.86,116.9,65.54,48.56,85.29,54.12
30/03/15,126.37,58.24,47.08,94.42,304.76,54.68,70.95,164.305,374.59,83.85,78.05,152.7,15.52,431.62,40.29,368.1,65.76,145.98,51.64,81.37,120.02,69.29,56.61,79.2,64,152.365,27.65,103.83,106.9,68.9482,106.12,48.68,60.71,25.52,56.59,33.57,16.16,83.195,166.75,33.15,34.26,137.51,25.12,100.69,37.68,550.518,561.135,191.02,43.82,114.63,104.91,162.67,31.46,101.55,60.96,42.07,40.51,73.87,204.89,74.8,87.67,97.88,36.5,78.42,50.93,166.05,50.53,113.38,58.34,36.31,40.96,50.445,104,43.44,73.98,1149.83,96.52,35,82.72,76.86,32.25,68.88,110.99,47.99,84.48,44.33,196.97,32.97,82.14,85.3,58,121,110.09,97.27,43.79,118.83,65.66,49.12,85.99,54.77
31/03/15,124.43,58.54,46.33,93.69,297.62,54.79,71.17,159.85,372.1,82.81,78.12,150.08,15.39,422.24,40.24,365.84,64.5,144.32,51.52,80.03,115.28,69.34,56.47,78.82,62.26,151.495,27.525,103.21,104.98,67.8937,104.89,47.98,60.31,25.56,56.62,33.61,16.14,82.215,165.45,32.88,33.84,135.73,24.81,98.13,37.5,546.499,554.7,187.97,43.88,113.61,104.31,160.5,31.27,100.6,60.58,42.06,40.55,72.65,202.96,74.39,86.39,97.44,36.09,77.99,50.55,164.95,50.02,112.54,57.48,35.69,40.655,50.165,102.92,43.15,73,1164.15,95.62,34.79,81.94,75.33,30.63,69.34,109.25,47.35,83.44,44.28,195.64,32.65,82.07,84.44,57.185,118.29,108.31,96.94,43.67,117.2,65.41,48.63,84.68,54.4
01/04/15,124.25,57.1,45.89,93.56,296.43,54.81,71.29,157.1,370.255,83.86,78.93,148.64,15.41,413.81,40.21,362.57,63.56,143.45,51.62,79.64,114.57,69.09,57.06,79.87,63.02,150.24,27.25,102.26,104.79,67.4282,105.44,47.9,61.58,25.47,55.89,32.85,15.91,81.665,166.24,32.7,33.58,133.98,24.84,97.72,36.74,541.074,549.49,192.23,43.82,113.13,103.24,159.18,30.81,99.15,59.95,41.92,40.68,71.53,198.76,74.39,86.74,96.29,36.295,76.14,50.27,162.52,50.3,116.96,56.86,35.97,40.72,49.775,102.96,42.94,74.24,1149.6,95.09,34.33,82.32,76.07,31.04,69.43,107.59,46.51,84.28,44.62,197.99,32.89,82.09,82.8,56.535,117.45,107.34,96.54,43.49,115.92,65.18,48.92,84.26,53.94
02/04/15,125.32,57.01,46.13,94.18,298.37,55.14,71.45,155.88,372.25,84.55,79.7,149.28,15.54,412.44,40.55,366.4,63.23,143.56,51.86,80.24,114.31,69.33,57.94,80.31,63.18,151.63,27.13,102.71,105.28,67.8177,106,48.24,62.55,25.53,55.54,33.38,16.03,81.555,166.22,33.24,34.04,133.73,24.94,98.43,36.5,534.063,541.31,191.55,43.96,114.54,103.51,160.45,30.81,99.64,60.52,41.72,40.68,71.24,198.72,74.84,87.03,95.83,36.63,76.87,51.1,162.8,51.19,116.3,57.1,36.06,40.29,49.83,104.15,42.62,74.55,1160.44,95.69,34.38,82.43,77.26,31.48,67.97,108.46,47.195,84.39,44.64,199.36,33.13,82.67,85,56.72,117.36,107.13,96.47,43.71,117.13,65.29,49.47,85.97,54.37
06/04/15,127.35,57.61,46.3,95.69,297.84,55.42,72.12,155.28,377.04,85.86,79.63,150.93,15.51,413.42,40.49,366.98,63,143.76,51.62,81.49,112.97,69.95,58.21,80.32,65.39,152.5,27.22,103.43,106.92,68.3972,105.63,48.68,63.41,26.14,56.99,33.83,16,82.44,166.67,33.475,34.44,135.51,25.18,97.79,36.66,535.295,543.95,192.05,45.88,114.95,104.49,162.04,31.04,99.16,60.47,41.97,41.17,71.31,200.53,75.06,87.34,96.28,37,77.36,51.17,165.48,51.49,117.09,57.18,35.91,41.545,49.865,104.43,42.96,76.51,1185.01,96.48,34.48,83.04,78.2,32.83,67.76,109.15,47.26,85.91,44.92,200.8,33.33,83.34,85.28,56.81,117.7,106.38,96.84,43.32,117.86,65.2,49.63,88.01,54.08
07/04/15,126.01,58.42,46.19,96.39,295.56,54.98,71.47,157.28,374.41,85.44,78.33,152.32,15.46,418.09,40.57,368.62,63,143.06,51.52,80.54,112.72,69.71,58.315,79.67,65.79,151.78,27.39,103.13,108.54,68.0837,105.43,48.52,63.33,26.18,56.47,33.8,15.9,82.32,171.16,33.29,34.245,135,25.02,98.69,35.73,535.549,544.86,192.39,44.52,114.3,104.13,162.07,31.26,100.1,60.85,41.99,41.01,71.7,200.15,74.11,87.92,96.35,37,77.18,50.8,166.21,51.7,117.85,57.43,35.94,41.53,49.805,104.46,42.96,76.81,1184.98,96.21,34.54,82.39,77.74,32.67,67.315,108.74,47.035,86.27,44.26,198.29,33.16,82.61,85.31,56.94,117.35,107.84,96.68,43.35,117.49,65.8,49.27,87.28,54.02
08/04/15,125.6,58.81,46.61,95.12,294.78,55.45,71.58,160.33,381.2,86.12,78.69,153.36,15.61,425.36,40.69,369.71,63.52,143.28,51.89,80.44,115.15,69.9,59.18,80.19,64.81,152,27.55,102.93,106.66,68.1502,106.36,48.37,63.04,26.23,56.74,33.4,15.98,82.275,171.84,33.23,34.125,135.24,25.01,99.87,36.11,540.127,548.84,192.56,44.22,115.59,103.85,161.85,31.31,100.16,61.05,42.05,40.89,72.15,200.81,74.81,89.32,96.85,37.39,76.39,51.1,166.27,51.62,117.14,57.15,36.26,41.42,50.42,104.32,43.11,76.6,1192.25,96.03,34.64,82.77,77.24,31.86,67.26,108.98,47.615,86.12,44.34,197.46,32.65,83.14,85.18,56.97,118.19,108.13,96.67,43.43,117.84,66.5,49.13,87.68,54
09/04/15,126.56,60.32,47,95.47,292.27,56.29,71.9,161.49,383.54,88.9,79.16,153.42,15.71,426.63,40.84,371.53,63.46,143.65,52.13,80.68,115.58,69.96,59.59,80.36,67,148.81,27.625,102.37,106.95,68.3307,106.77,48.74,64.94,25.95,56.72,33.45,15.95,82.17,172.92,33.44,34.36,135.78,25.73,101.16,36.29,539.299,548.02,194.89,46.04,114.57,104.39,162.34,31.24,101.33,61.47,42.34,41.05,72.36,201.44,74.25,89.06,96.55,37.375,77.13,51.45,166.79,51.86,119.32,57.43,36.64,41.48,50.36,105.77,43.2,77.83,1186,96.35,35.03,82.89,77.86,32.38,68.81,110.01,47.96,88.45,44.47,193.13,32.69,83.29,85.61,57.78,118.55,109.79,96.7,43.57,117.88,66.44,49.01,92.62,54.19
10/04/15,127.1,62,47.15,94.69,294.79,56.59,72.03,163.38,382.65,90.1,79.59,154.38,15.72,425.65,40.86,369.45,64.64,143.5,52.43,82.6,117.07,69.61,59.81,80.61,66.53,149.635,28.04,102.54,106.91,68.6157,106.95,48.39,64.86,25.83,56.85,33.38,16.03,82.04,174.37,33.37,34.34,135.91,28.51,101.77,36.57,538.531,548.54,195.64,46.26,115.24,104.7,162.86,31.93,102.06,61.7,42.93,40.88,73.92,200.4,74.9,88.57,97.8,37.4,77.93,50.82,167.07,52.51,120.14,57.25,36.24,41.72,49.985,106.35,43.51,78.45,1189.5,96.2,35.44,83.35,77.9,31.67,69.16,109.96,48.17,89.11,44.62,191.27,32.77,83.57,85.49,57.7,119,111.42,96.79,43.75,118.46,66.34,49.22,92.02,54.32
